{'T1': '21.5755859375', 'T2': '21.702143892576487', 'T3': '214.88294117647058', 'P': '753.4294350124768', 'A': '2430.384585965207', 'T': '1.2247231006622314', 'H': '41.475547417410546', 'Ax': '-0.052734375', 'Ay': '-0.0048828125', 'Az': '-0.9697265625', 'Wx': '-9.404580152671755', 'Wy': '-3.786259541984733', 'Wz': '-14.412213740458014'}
{'T1': '24.2814453125', 'T2': '0', 'T3': '219.63588235294117', 'P': '752.066918645181', 'A': '2444.856370789214', 'T': '90.40430998802185', 'H': '0', 'Ax': '-0.0517578125', 'Ay': '-0.1162109375', 'Az': '-1.0048828125', 'Wx': '-2.564885496183206', 'Wy': '-1.099236641221374', 'Wz': '-1.3435114503816794', 'Mx': '30.184138101666377', 'My': '-52.319172709555055', 'Mz': '-27.238968877232935', 'head': '150.01836063115067'}
{'T1': '24.2814453125', 'T2': '0', 'T3': '219.63588235294117', 'P': '752.0829935339165', 'A': '2444.660610381379', 'T': '90.85256099700928', 'H': '0', 'Ax': '-0.0478515625', 'Ay': '-0.115234375', 'Az': '-0.994140625', 'Wx': '-2.564885496183206', 'Wy': '-1.2213740458015268', 'Wz': '-0.9770992366412213', 'Mx': '32.19626699301953', 'My': '-46.282133802465566', 'Mz': '-28.777154269678608', 'head': '145.1755108430432'}
{'T1': '24.2814453125', 'T2': '0', 'T3': '219.63588235294117', 'P': '752.1213467468118', 'A': '2444.879598907662', 'T': '91.28210806846619', 'H': '0', 'Ax': '-0.0576171875', 'Ay': '-0.1123046875', 'Az': '-1.0078125', 'Wx': '-2.564885496183206', 'Wy': '-1.099236641221374', 'Wz': '-1.2213740458015268', 'Mx': '34.20915808580147', 'My': '-52.990656642712075', 'Mz': '-27.995769878617168', 'head': '147.15494169722226'}
{'T1': '24.2888671875', 'T2': '0', 'T3': '219.63588235294117', 'P': '752.0850535076509', 'A': '2444.6241127518742', 'T': '91.73205804824829', 'H': '0', 'Ax': '-0.0517578125', 'Ay': '-0.1123046875', 'Az': '-0.98828125', 'Wx': '-2.564885496183206', 'Wy': '-1.099236641221374', 'Wz': '-1.2213740458015268', 'Mx': '32.86747255918358', 'My': '-52.990414942357205', 'Mz': '-26.46506056091408', 'head': '148.19061071220688'}
{'T1': '24.27890625', 'T2': '0', 'T3': '219.63588235294117', 'P': '752.0802255445228', 'A': '2444.803023487837', 'T': '92.16766619682312', 'H': '0', 'Ax': '-0.0537109375', 'Ay': '-0.1142578125', 'Az': '-0.998046875', 'Wx': '-2.564885496183206', 'Wy': '-1.3435114503816794', 'Wz': '-1.2213740458015268', 'Mx': '31.526086863385665', 'My': '-50.97835322590022', 'Mz': '-27.995769878617168', 'head': '148.26648084658373'}
{'T1': '24.27890625', 'T2': '0', 'T3': '219.58882352941177', 'P': '752.089173347602', 'A': '2444.642361550262', 'T': '92.61673307418823', 'H': '0', 'Ax': '-0.0517578125', 'Ay': '-0.1171875', 'Az': '-0.9951171875', 'Wx': '-2.687022900763359', 'Wy': '-1.099236641221374', 'Wz': '-1.2213740458015268', 'Mx': '31.525943066972008', 'My': '-50.30735595793406', 'Mz': '-28.382818572574518', 'head': '147.92599912470595'}
{'T1': '24.27890625', 'T2': '0', 'T3': '219.6829411764706', 'P': '752.1074392858349', 'A': '2444.5546957251886', 'T': '93.04561805725098', 'H': '0', 'Ax': '-0.048828125', 'Ay': '-0.123046875', 'Az': '-0.994140625', 'Wx': '-2.687022900763359', 'Wy': '-1.099236641221374', 'Wz': '-1.3435114503816794', 'Mx': '32.19670781307779', 'My': '-50.30735595793406', 'Mz': '-29.91702498190287', 'head': '147.3807569288072'}
{'T1': '24.2689453125', 'T2': '0', 'T3': '219.6829411764706', 'P': '752.0943392540645', 'A': '2444.6935298998037', 'T': '93.48781991004944', 'H': '0', 'Ax': '-0.0546875', 'Ay': '-0.1103515625', 'Az': '-0.99609375', 'Wx': '-2.687022900763359', 'Wy': '-1.2213740458015268', 'Wz': '-1.2213740458015268', 'Mx': '34.8794484730367', 'My': '-50.30689683611063', 'Mz': '-28.006263775183157', 'head': '145.26514046021373'}
{'T1': '24.283984375', 'T2': '0', 'T3': '219.58882352941177', 'P': '752.0836694948267', 'A': '2444.660610381379', 'T': '93.92907905578613', 'H': '0', 'Ax': '-0.0537109375', 'Ay': '-0.12109375', 'Az': '-0.998046875', 'Wx': '-2.564885496183206', 'Wy': '-1.2213740458015268', 'Wz': '-1.099236641221374', 'Mx': '30.855037543660703', 'My': '-49.63636474414983', 'Mz': '-29.15356349465478', 'head': '148.13402230639633'}
{'T1': '24.2763671875', 'T2': '0', 'T3': '219.58882352941177', 'P': '752.0902194549044', 'A': '2444.7300276315646', 'T': '94.37074303627014', 'H': '0', 'Ax': '-0.0546875', 'Ay': '-0.1142578125', 'Az': '-0.9892578125', 'Wx': '-2.687022900763359', 'Wy': '-1.465648854961832', 'Wz': '-1.2213740458015268', 'Mx': '36.22113102951474', 'My': '-50.97788811561334', 'Mz': '-28.769963974988272', 'head': '144.60520415501296'}
{'T1': '24.2814453125', 'T2': '0', 'T3': '219.63588235294117', 'P': '752.0953854030928', 'A': '2444.627690910605', 'T': '94.7922432422638', 'H': '0', 'Ax': '-0.05859375', 'Ay': '-0.12109375', 'Az': '-0.9990234375', 'Wx': '-2.564885496183206', 'Wy': '-1.099236641221374', 'Wz': '-1.099236641221374', 'Mx': '30.854755868310377', 'My': '-48.96515605188386', 'Mz': '-28.777154269678608', 'head': '147.78345394142437'}
{'T1': '24.2763671875', 'T2': '0', 'T3': '219.63588235294117', 'P': '752.1057173022745', 'A': '2444.7350102311207', 'T': '95.24052405357361', 'H': '0', 'Ax': '-0.0380859375', 'Ay': '-0.1142578125', 'Az': '-1.0126953125', 'Wx': '-2.564885496183206', 'Wy': '-0.9770992366412213', 'Wz': '-1.3435114503816794', 'Mx': '29.513379477184902', 'My': '-50.9776554605921', 'Mz': '-29.540853571083606', 'head': '149.93141717813756'}
{'T1': '24.2814453125', 'T2': '0', 'T3': '219.58882352941177', 'P': '752.0950474598851', 'A': '2444.6570322989573', 'T': '95.66927289962769', 'H': '0', 'Ax': '-0.052734375', 'Ay': '-0.123046875', 'Az': '-0.990234375', 'Wx': '-2.564885496183206', 'Wy': '-0.9770992366412213', 'Wz': '-1.099236641221374', 'Mx': '33.53823730528937', 'My': '-50.978120704039846', 'Mz': '-29.149921777238696', 'head': '146.659292653523'}
{'T1': '24.27890625', 'T2': '0', 'T3': '219.58882352941177', 'P': '752.0678336902245', 'A': '2444.7432957967408', 'T': '96.11838984489441', 'H': '0', 'Ax': '-0.0322265625', 'Ay': '-0.1171875', 'Az': '-0.990234375', 'Wx': '-2.687022900763359', 'Wy': '-1.2213740458015268', 'Wz': '-1.2213740458015268', 'Mx': '31.525799229392458', 'My': '-49.63636474414983', 'Mz': '-26.85196637665572', 'head': '147.57893523749306'}
{'T1': '24.2763671875', 'T2': '0', 'T3': '219.58882352941177', 'P': '752.0919414375298', 'A': '2444.9174987983693', 'T': '96.54618692398071', 'H': '0', 'Ax': '-0.052734375', 'Ay': '-0.1162109375', 'Az': '-0.9970703125', 'Wx': '-2.687022900763359', 'Wy': '-1.099236641221374', 'Wz': '-1.2213740458015268', 'Mx': '30.855037543660703', 'My': '-48.965603058418075', 'Mz': '-31.45516061265384', 'head': '147.78345394142437'}
{'T1': '24.2712890625', 'T2': '0', 'T3': '219.58882352941177', 'P': '752.0783722841074', 'A': '2444.5489481908076', 'T': '97.00467014312744', 'H': '0', 'Ax': '-0.05078125', 'Ay': '-0.1142578125', 'Az': '-0.986328125', 'Wx': '-2.564885496183206', 'Wy': '-1.3435114503816794', 'Wz': '-1.099236641221374', 'Mx': '28.172247835365916', 'My': '-51.64912103150417', 'Mz': '-28.379273575584527', 'head': '151.3895403340348'}
{'T1': '24.273828125', 'T2': '0', 'T3': '219.6829411764706', 'P': '752.1084528376787', 'A': '2444.3053259376907', 'T': '97.43265104293823', 'H': '0', 'Ax': '-0.0546875', 'Ay': '-0.12109375', 'Az': '-0.9912109375', 'Wx': '-2.4427480916030535', 'Wy': '-1.099236641221374', 'Wz': '-1.2213740458015268', 'Mx': '30.855319057781713', 'My': '-48.966049809088375', 'Mz': '-26.461755090747733', 'head': '147.78345394142437'}
{'T1': '24.273828125', 'T2': '0', 'T3': '219.58882352941177', 'P': '752.0981210621165', 'A': '2444.7264494658793', 'T': '97.88568902015686', 'H': '0', 'Ax': '-0.052734375', 'Ay': '-0.11328125', 'Az': '-1.0087890625', 'Wx': '-2.564885496183206', 'Wy': '-1.099236641221374', 'Wz': '-1.2213740458015268', 'Mx': '31.525799229392458', 'My': '-50.307126429881585', 'Mz': '-28.00276493565525', 'head': '147.92599912470595'}
{'T1': '24.2763671875', 'T2': '0', 'T3': '219.6829411764706', 'P': '752.0857294104799', 'A': '2444.9139204567905', 'T': '98.32694911956787', 'H': '0', 'Ax': '-0.0517578125', 'Ay': '-0.1162109375', 'Az': '-1.0087890625', 'Wx': '-2.564885496183206', 'Wy': '-1.2213740458015268', 'Wz': '-1.3435114503816794', 'Mx': '32.19670781307779', 'My': '-51.64888545014563', 'Mz': '-28.766370174906605', 'head': '148.0615510833281'}
{'T1': '24.2763671875', 'T2': '0', 'T3': '219.58882352941177', 'P': '752.0729996343617', 'A': '2444.5890217337464', 'T': '98.76819086074829', 'H': '0', 'Ax': '-0.05078125', 'Ay': '-0.1123046875', 'Az': '-1.0078125', 'Wx': '-2.687022900763359', 'Wy': '-1.2213740458015268', 'Wz': '-1.3435114503816794', 'Mx': '33.53808428658772', 'My': '-51.648649801345094', 'Mz': '-28.00276493565525', 'head': '147.0022948987837'}
{'T1': '24.2763671875', 'T2': '0', 'T3': '219.58882352941177', 'P': '752.077250613937', 'A': '2444.6387835476253', 'T': '99.18869805335999', 'H': '0', 'Ax': '-0.0576171875', 'Ay': '-0.1162109375', 'Az': '-0.9892578125', 'Wx': '-2.687022900763359', 'Wy': '-1.099236641221374', 'Wz': '-1.2213740458015268', 'Mx': '30.184138101666377', 'My': '-50.30689683611063', 'Mz': '-29.15720612210849', 'head': '149.03624346792648'}
{'T1': '24.2712890625', 'T2': '0', 'T3': '219.73', 'P': '752.0514971055928', 'A': '2444.8262541056306', 'T': '99.64600396156311', 'H': '0', 'Ax': '-0.056640625', 'Ay': '-0.1171875', 'Az': '-1.0126953125', 'Wx': '-2.687022900763359', 'Wy': '-1.3435114503816794', 'Wz': '-1.2213740458015268', 'Mx': '32.196854668989616', 'My': '-50.30758542029628', 'Mz': '-31.830806848290752', 'head': '147.3807569288072'}
{'T1': '24.2763671875', 'T2': '0', 'T3': '219.54176470588234', 'P': '752.0963990998866', 'A': '2444.5768826710682', 'T': '100.05779600143433', 'H': '0', 'Ax': '-0.05859375', 'Ay': '-0.12109375', 'Az': '-0.9970703125', 'Wx': '-2.564885496183206', 'Wy': '-1.099236641221374', 'Wz': '-1.2213740458015268', 'Mx': '32.19656091512421', 'My': '-49.63636474414983', 'Mz': '-29.15356349465478', 'head': '147.0305960965379'}
{'T1': '24.273828125', 'T2': '0', 'T3': '219.63588235294117', 'P': '752.072291639572', 'A': '2444.972246006762', 'T': '100.5069191455841', 'H': '0', 'Ax': '-0.052734375', 'Ay': '-0.1240234375', 'Az': '-0.9990234375', 'Wx': '-2.564885496183206', 'Wy': '-1.3435114503816794', 'Wz': '-1.2213740458015268', 'Mx': '30.18468889019785', 'My': '-50.97858568122304', 'Mz': '-28.375729464019933', 'head': '149.3700015151793'}
{'T1': '24.2689453125', 'T2': '0', 'T3': '219.54176470588234', 'P': '752.0647277732976', 'A': '2444.6971081418033', 'T': '100.93510293960571', 'H': '0', 'Ax': '-0.0498046875', 'Ay': '-0.1162109375', 'Az': '-1.0', 'Wx': '-2.564885496183206', 'Wy': '-1.099236641221374', 'Wz': '-1.099236641221374', 'Mx': '32.86747255918358', 'My': '-50.978120704039846', 'Mz': '-27.232163765578253', 'head': '147.18863320193188'}
{'T1': '24.2689453125', 'T2': '0', 'T3': '219.63588235294117', 'P': '752.0473772409351', 'A': '2444.7811960696313', 'T': '101.38516402244568', 'H': '0', 'Ax': '-0.060546875', 'Ay': '-0.1171875', 'Az': '-0.9921875', 'Wx': '-2.564885496183206', 'Wy': '-1.099236641221374', 'Wz': '-1.2213740458015268', 'Mx': '31.525799229392458', 'My': '-49.63636474414983', 'Mz': '-29.15356349465478', 'head': '147.57893523749306'}
{'T1': '24.27890625', 'T2': '0', 'T3': '219.73', 'P': '752.0564559617161', 'A': '2444.8942690445956', 'T': '101.80430603027344', 'H': '0', 'Ax': '-0.0517578125', 'Ay': '-0.1171875', 'Az': '-0.9970703125', 'Wx': '-2.564885496183206', 'Wy': '-0.9770992366412213', 'Wz': '-1.099236641221374', 'Mx': '29.513514172197194', 'My': '-50.307126429881585', 'Mz': '-28.00276493565525', 'head': '149.60127228583394'}
{'T1': '24.273828125', 'T2': '0', 'T3': '219.58882352941177', 'P': '752.0757355612276', 'A': '2444.9539969045672', 'T': '102.24564385414124', 'H': '0', 'Ax': '-0.052734375', 'Ay': '-0.1171875', 'Az': '-0.9970703125', 'Wx': '-2.8091603053435112', 'Wy': '-1.099236641221374', 'Wz': '-1.3435114503816794', 'Mx': '30.855037543660703', 'My': '-50.307126429881585', 'Mz': '-28.769963974988272', 'head': '148.47782275324133'}
{'T1': '24.2689453125', 'T2': '0', 'T3': '219.77705882352942', 'P': '752.0788415374816', 'A': '2444.8724410637947', 'T': '102.67262983322144', 'H': '0', 'Ax': '-0.0517578125', 'Ay': '-0.1123046875', 'Az': '-0.9921875', 'Wx': '-2.564885496183206', 'Wy': '-1.2213740458015268', 'Wz': '-1.2213740458015268', 'Mx': '28.843147161744614', 'My': '-48.96627308854318', 'Mz': '-30.676464285426956', 'head': '149.50016676655255'}
{'T1': '24.273828125', 'T2': '0', 'T3': '219.73', 'P': '752.066318652208', 'A': '2444.6316282499865', 'T': '103.12907791137695', 'H': '0', 'Ax': '-0.0517578125', 'Ay': '-0.1123046875', 'Az': '-0.9951171875', 'Wx': '-2.564885496183206', 'Wy': '-1.099236641221374', 'Wz': '-1.2213740458015268', 'Mx': '31.525799229392458', 'My': '-50.97788811561334', 'Mz': '-28.38636445532176', 'head': '148.26648084658373'}
{'T1': '24.27890625', 'T2': '0', 'T3': '219.63588235294117', 'P': '752.0780343750221', 'A': '2444.715357071106', 'T': '103.55157494544983', 'H': '0', 'Ax': '-0.0625', 'Ay': '-0.115234375', 'Az': '-0.9970703125', 'Wx': '-2.564885496183206', 'Wy': '-1.2213740458015268', 'Wz': '-1.465648854961832', 'Mx': '34.20915808580147', 'My': '-48.966049809088375', 'Mz': '-28.379273575584527', 'head': '145.060689795323'}
{'T1': '24.2638671875', 'T2': '0', 'T3': '219.63588235294117', 'P': '752.0955917670788', 'A': '2444.8190984562243', 'T': '103.99370408058167', 'H': '0', 'Ax': '-0.052734375', 'Ay': '-0.11328125', 'Az': '-0.9873046875', 'Wx': '-2.564885496183206', 'Wy': '-1.465648854961832', 'Wz': '-1.2213740458015268', 'Mx': '34.87992589140542', 'My': '-50.30758542029628', 'Mz': '-31.063799454356037', 'head': '145.26514046021373'}
{'T1': '24.2712890625', 'T2': '0', 'T3': '219.77705882352942', 'P': '752.0883661049725', 'A': '2444.5074659964166', 'T': '104.43363499641418', 'H': '0', 'Ax': '-0.052734375', 'Ay': '-0.1201171875', 'Az': '-0.986328125', 'Wx': '-2.687022900763359', 'Wy': '-0.9770992366412213', 'Wz': '-1.3435114503816794', 'Mx': '34.20900205139516', 'My': '-48.29506171961669', 'Mz': '-27.232163765578253', 'head': '144.6887865603668'}
{'T1': '24.26640625', 'T2': '0', 'T3': '219.6829411764706', 'P': '752.0728685114492', 'A': '2444.8688624956885', 'T': '104.8676221370697', 'H': '0', 'Ax': '-0.0517578125', 'Ay': '-0.1123046875', 'Az': '-0.9931640625', 'Wx': '-2.4427480916030535', 'Wy': '-1.3435114503816794', 'Wz': '-1.099236641221374', 'Mx': '30.184413574760434', 'My': '-52.990414942357205', 'Mz': '-25.6979573562499', 'head': '150.33328479305354'}
{'T1': '24.261328125', 'T2': '0', 'T3': '219.63588235294117', 'P': '752.0938698183143', 'A': '2444.443035330915', 'T': '105.3159909248352', 'H': '0', 'Ax': '-0.0576171875', 'Ay': '-0.1181640625', 'Az': '-0.9951171875', 'Wx': '-2.4427480916030535', 'Wy': '-1.3435114503816794', 'Wz': '-1.2213740458015268', 'Mx': '32.1964139751108', 'My': '-52.98993133403653', 'Mz': '-28.38991122415827', 'head': '148.7173463183603'}
{'T1': '24.2638671875', 'T2': '0', 'T3': '219.6829411764706', 'P': '752.0783722841074', 'A': '2444.4612835167286', 'T': '105.74556398391724', 'H': '0', 'Ax': '-0.05078125', 'Ay': '-0.1181640625', 'Az': '-1.009765625', 'Wx': '-2.687022900763359', 'Wy': '-1.2213740458015268', 'Wz': '-1.3435114503816794', 'Mx': '33.53839028019752', 'My': '-50.30758542029628', 'Mz': '-28.762777272551887', 'head': '146.30993247402023'}
{'T1': '24.2587890625', 'T2': '0', 'T3': '219.58882352941177', 'P': '752.0783722841074', 'A': '2444.6584384960424', 'T': '106.20870208740234', 'H': '0', 'Ax': '-0.052734375', 'Ay': '-0.1171875', 'Az': '-0.990234375', 'Wx': '-2.687022900763359', 'Wy': '-1.2213740458015268', 'Wz': '-0.9770992366412213', 'Mx': '30.184138101666377', 'My': '-46.95310371370326', 'Mz': '-31.07544336698405', 'head': '147.2647737278924'}
{'T1': '24.26640625', 'T2': '0', 'T3': '219.73', 'P': '752.0573709263397', 'A': '2444.6766869947924', 'T': '106.62900185585022', 'H': '0', 'Ax': '-0.05078125', 'Ay': '-0.1162109375', 'Az': '-0.9990234375', 'Wx': '-2.687022900763359', 'Wy': '-1.099236641221374', 'Wz': '-1.2213740458015268', 'Mx': '29.513648828654645', 'My': '-52.990414942357205', 'Mz': '-27.615715367910344', 'head': '150.8838537339211'}
{'T1': '24.2712890625', 'T2': '0', 'T3': '219.63588235294117', 'P': '752.0645967052094', 'A': '2445.1243517153807', 'T': '107.06002497673035', 'H': '0', 'Ax': '-0.0546875', 'Ay': '-0.1142578125', 'Az': '-0.994140625', 'Wx': '-2.564885496183206', 'Wy': '-1.099236641221374', 'Wz': '-1.2213740458015268', 'Mx': '30.85545975442447', 'My': '-53.66166913812951', 'Mz': '-28.375729464019933', 'head': '150.10109816138544'}
{'T1': '24.26640625', 'T2': '0', 'T3': '219.54176470588234', 'P': '752.0490991868952', 'A': '2445.1608506990297', 'T': '107.48887395858765', 'H': '0', 'Ax': '-0.0546875', 'Ay': '-0.12109375', 'Az': '-0.99609375', 'Wx': '-2.4427480916030535', 'Wy': '-1.099236641221374', 'Wz': '-1.3435114503816794', 'Mx': '32.86747255918358', 'My': '-49.63659121182827', 'Mz': '-30.30057658423496', 'head': '146.4889812021592'}
{'T1': '24.261328125', 'T2': '0', 'T3': '219.6829411764706', 'P': '752.060106768447', 'A': '2445.0892539277934', 'T': '107.93768811225891', 'H': '0', 'Ax': '-0.0576171875', 'Ay': '-0.1181640625', 'Az': '-0.9931640625', 'Wx': '-2.687022900763359', 'Wy': '-1.099236641221374', 'Wz': '-1.3435114503816794', 'Mx': '30.18427585792895', 'My': '-50.97788811561334', 'Mz': '-28.769963974988272', 'head': '149.3700015151793'}
{'T1': '24.2689453125', 'T2': '0', 'T3': '219.73', 'P': '752.0738822344148', 'A': '2444.5622114219623', 'T': '108.36617803573608', 'H': '0', 'Ax': '-0.0556640625', 'Ay': '-0.1220703125', 'Az': '-0.9951171875', 'Wx': '-2.687022900763359', 'Wy': '-1.2213740458015268', 'Wz': '-1.2213740458015268', 'Mx': '31.525799229392458', 'My': '-50.307126429881585', 'Mz': '-28.769963974988272', 'head': '147.92599912470595'}
{'T1': '24.26640625', 'T2': '0', 'T3': '219.58882352941177', 'P': '752.0811078056636', 'A': '2444.822676162993', 'T': '108.80934596061707', 'H': '0', 'Ax': '-0.05078125', 'Ay': '-0.1181640625', 'Az': '-0.9970703125', 'Wx': '-2.564885496183206', 'Wy': '-0.9770992366412213', 'Wz': '-1.099236641221374', 'Mx': '30.855037543660703', 'My': '-52.31941148707685', 'Mz': '-26.85196637665572', 'head': '149.4702941000659'}
{'T1': '24.2587890625', 'T2': '0', 'T3': '219.63588235294117', 'P': '752.0666565874724', 'A': '2444.7754467406066', 'T': '109.252769947052', 'H': '0', 'Ax': '-0.0517578125', 'Ay': '-0.1142578125', 'Az': '-0.9970703125', 'Wx': '-2.564885496183206', 'Wy': '-0.9770992366412213', 'Wz': '-1.2213740458015268', 'Mx': '31.525943066972008', 'My': '-48.96582646572248', 'Mz': '-30.30057658423496', 'head': '147.22512267573578'}
{'T1': '24.2587890625', 'T2': '0', 'T3': '219.6829411764706', 'P': '752.0317488852353', 'A': '2445.1876582476298', 'T': '109.70052695274353', 'H': '0', 'Ax': '-0.046875', 'Ay': '-0.1201171875', 'Az': '-1.0009765625', 'Wx': '-2.564885496183206', 'Wy': '-0.9770992366412213', 'Wz': '-1.2213740458015268', 'Mx': '32.19670781307779', 'My': '-50.30735595793406', 'Mz': '-28.766370174906605', 'head': '147.3807569288072'}
{'T1': '24.26640625', 'T2': '0', 'T3': '219.63588235294117', 'P': '752.082154053014', 'A': '2444.6498768417505', 'T': '110.12197303771973', 'H': '0', 'Ax': '-0.03515625', 'Ay': '-0.1171875', 'Az': '-1.00390625', 'Wx': '-2.8091603053435112', 'Wy': '-1.3435114503816794', 'Wz': '-1.2213740458015268', 'Mx': '32.86762247459357', 'My': '-49.636817614692326', 'Mz': '-28.379273575584527', 'head': '146.4889812021592'}
{'T1': '24.26640625', 'T2': '0', 'T3': '219.6829411764706', 'P': '752.0449473579004', 'A': '2445.1440013999745', 'T': '110.56045293807983', 'H': '0', 'Ax': '-0.048828125', 'Ay': '-0.1142578125', 'Az': '-0.994140625', 'Wx': '-2.564885496183206', 'Wy': '-1.3435114503816794', 'Wz': '-1.2213740458015268', 'Mx': '33.53808428658772', 'My': '-52.31941148707685', 'Mz': '-30.687961573320823', 'head': '147.3390872783262'}
{'T1': '24.261328125', 'T2': '0', 'T3': '219.63588235294117', 'P': '752.0918100157869', 'A': '2444.9396843152126', 'T': '110.99184513092041', 'H': '0', 'Ax': '-0.048828125', 'Ay': '-0.115234375', 'Az': '-0.9931640625', 'Wx': '-2.564885496183206', 'Wy': '-1.2213740458015268', 'Wz': '-1.2213740458015268', 'Mx': '34.20900205139516', 'My': '-50.30735595793406', 'Mz': '-28.766370174906605', 'head': '145.7842978675626'}
{'T1': '24.2587890625', 'T2': '0', 'T3': '219.77705882352942', 'P': '752.0952539270169', 'A': '2445.1672317996813', 'T': '111.44826698303223', 'H': '0', 'Ax': '-0.0517578125', 'Ay': '-0.111328125', 'Az': '-1.0146484375', 'Wx': '-2.564885496183206', 'Wy': '-1.099236641221374', 'Wz': '-1.3435114503816794', 'Mx': '31.526086863385665', 'My': '-48.966049809088375', 'Mz': '-27.995769878617168', 'head': '147.22512267573578'}
{'T1': '24.26640625', 'T2': '0', 'T3': '219.77705882352942', 'P': '752.0866441497211', 'A': '2444.777617900462', 'T': '111.87713289260864', 'H': '0', 'Ax': '-0.0556640625', 'Ay': '-0.1181640625', 'Az': '-0.9931640625', 'Wx': '-2.687022900763359', 'Wy': '-0.9770992366412213', 'Wz': '-1.2213740458015268', 'Mx': '32.86792217673427', 'My': '-50.97881807003682', 'Mz': '-26.07173870477481', 'head': '147.18863320193188'}
